word,doc_id,sent_id,tok_id,sentence,predicted_sense,gold_label_manual
bill,16702,8,15,we have to find it the shakedown deleted from competition a four block long dollar bill a foot tall gold aluminum star a solar lumetric rainbow arch with an interior subway an inflatable sculpture subject to change with the passing of time a nude man and woman holding up the globe and a giant baseball glove,1,1
bill,50442,5,0,bill becker executive director of the association of state and territorial air pollution control administrators said in an interview he doubts that epa can act that quickly,1,
bill,33979,23,26,daniel inouye d hawaii said the amendment was unnecessary that there are no unfair trade practices in pricing and distribution of satellite programming managers of the bill said gore s amendment had no chances of becoming law as part of the tax legislation,2,2
bill,9657,19,11,that is a disastrous prescription for america s economic future the bill s sponsor sen,2,2
bill,11550,1,3,the omnibus trade bill passed by congress this summer required the treasury department to determine if four newly industrialized asian countries taiwan south korea singapore and hong kong are artificially holding down value of their currencies relative to the dollar,2,2
bill,21611,0,12,reagan administration officials are bargaining with lawmakers over what kind of trade bill the president would be willing to sign but neither side appeared to be yielding ground,2,2
bill,58654,0,16,hisses and cheers rose from the gallery of the house of commons on friday after a bill that would have restricted the right to abortion was defeated by delay tactics,2,2
bill,75431,23,13,the bill s backers failed to gain that when the senate passed the bill on april and the lawmakers appeared to remain frozen in the positions they took then,2,2
bill,9918,5,12,plans to ensure the confidentiality of aids tests were dropped from the bill after objections from conservatives chiefly sen,2,2
bill,7318,2,0,bill wilkinson imperial wizard of the invisible empire and fellow kkk leader james farrands sued connecticut law enforcement authorities to challenge pat down searches conducted at kkk rallies throughout the state from through,,
bill,92928,11,3,provisions of the bill call for fees paid by manufacturers ranging from to to finance the reviews,1,2
bill,86620,15,15,supporters of the present measure contend it is needed because the earlier and less sweeping bill has not forced the south african government to end apartheid and to extend full citizenship rights to the black majority,2,2
bill,32732,5,5,the house voted for the bill,2,2
bill,11195,13,18,bentsen planned to spend today in the senate including a procedural vote on a politically sensitive textile trade bill,2,2
bill,43841,21,7,there was no such provision in the bill vetoed by reagan but dukakis said there would have been if he was president,2,2
bill,29117,5,1,the bill would allow the government to seize acres adjacent to the park where a developer has proposed a massive shopping complex add the tract to the acre park close two roads running through the battlefield and build new roads around the park,2,2
bill,20189,1,28,farmers who had been sizing up tractors and harvesting equipment have put off purchases while they wait to see if their crop will be saved by rain said bill hassenfritz an owner of hassenfritz inc a farm equipment dealer in the the southeastern iowa town of mediapolis,2,
bill,4433,7,1,the bill already passed the u s,2,2
bill,26968,20,12,for the strategic defense initiative as star wars is formally known the bill authorizes billion slightly more than the current sdi budget of billion but far less than the billion reagan wanted,2,2
bill,77866,21,13,what has some in the administration particularly concerned is a provision in the bill which was passed overwhelmingly in the house and by voice vote in the senate which would prohibit former executive branch employees from merely aiding or advising their former employers,2,2
bill,19221,9,22,he said however i have strong expectations that in the final stage the bill will not be passed the senate included the bill which the senate was to begin debating friday includes two provisions regarded as threatening to japanese business,2,2
bill,52493,10,20,listed monday as missing or among the unidentified dead were jimmy poche of harahan john moisant of new orleans and bill coles laplace,1,
bill,83030,32,6,in his speech reagan said the bill s mandatory retaliation provisions could require me and future presidents to take actions that would be in direct violation of the general agreement on tariffs and trades,2,2
bill,8848,2,18,with only about a week before congress adjourns for the fall election campaign the action effectively blocks the bill until next year,2,2
bill,63469,9,16,it would take a tremendous amount of rain to get us into a normal situation said bill helms spokesman for the state s flood operations center in sacramento,2,
bill,11639,0,29,president reagan today signed legislation creating the department of veterans affairs telling vets they deserve a seat at the table of our national affairs in signing into law the bill establishing the cabinet level agency reagan made an election year exception to his oft stated opposition to expanding the size of federal government,2,2
bill,25322,1,0,bill chappell d fla said tuesday he approved of his former accountant testifying before a federal grand jury in alexandria va which is investigating defense department procurement practices,2,
bill,90256,24,1,the bill would if enacted represent the first crack in the barrier between investment and commercial banking that was erected as part of the reforms stemming from the stock market crash,2,2
bill,43369,32,3,on the textile bill the problem is that the bill is protectionist and would draw foreign retaliation against american products,2,2
bill,39104,34,7,in late march it approved a million bill providing only humanitarian aid through sept,2,2
bill,92056,17,4,the house approved the bill on friday,2,2
bill,74082,33,0,bill clinton along with an invitation relayed by an aide to visit clinton at the state capitol,2, 
bill,62904,21,16,disclosure of his maneuvering to get money for religious schools in france included in a budget bill last december also hurt but inouye has a long record of distinguished service,2,2
bill,45153,1,48,jesse helms to eliminate or restrict the federal family planning program denounced by the north carolina republican as evidence of the government going out of control the senate voted to kill a helms amendment that would have deleted the million title x family planning program from a spending bill for the departments of labor health and human services and education,2,2
bill,9320,21,4,backers of the sanctions bill said committee action would send a strong signal to south africa that it must end apartheid and would not threaten the brazzaville talks,2,2
bill,30097,23,23,for only one reason the right reason the bill does not serve the national security interests of the united states reagan said the bill would mean unilateral concessions to the soviets concessions that would reduce my bargaining leverage at the conference table at the very moment when that leverage has produced its most fruitful results the president said,2,2
bill,56909,1,30,in a filing to the nuclear regulatory commission new hampshire yankee which would operate the billion plant said it would cost million and that owners are willing to foot the bill,1,2
bill,12998,10,21,it s not the dollar value said cattleman dave fisher sipping a beer at a barbecue thrown by ranchers worried the bill might drastically limit livestock grazing on federal land,2,2
bill,21786,13,28,banking interests are strongly opposed to the st germain draft which would grant much more limited securities powers and includes stricter consumer and insurance provisions than the senate bill,2,2
bill,43129,6,7,casey has said he will sign a bill that requires victims of rape or incest to report the crimes to be eligible for government funding of abortions,2,2
bill,69780,26,0,bill clayton,,
bill,35271,20,8,on july dukakis said i think the trade bill which the senate approved yesterday says if there is a consistent pattern of unfair trade practices,2,2
bill,63888,17,9,wildmon demanded we abandon that process and pass the bill with no amendments hughes said that some provisions in the bill raise sensitive first amendment concerns noting the year old association s letter asks for donations hughes said the money appeal may be the real message the group wants to convey,2,2
bill,59795,10,4,house committee approved a bill under which securities firms could face huge fines for insider trading by their employees and bounties could be paid to people who inform authorities about such deals,2,2
bill,19246,25,8,reagan said thursday that he will veto the bill if it arrives on his desk with a provision to require all but the smallest employers to give day notice of plant closings and large scale layoffs,2,2
bill,38115,7,4,base closings the senate bill creates a member pentagon commission to study the nation s military installations and recommend by dec,2,2
bill,52502,6,25,the senate voted to bypass congress commitment to limit overall spending in order to add billion to its fiscal budget for an upcoming anti drug bill,2,2
bill,35267,11,1,the bill was sent to the senate,2,2
bill,65629,4,7,trading partners the statement said adding the bill s legislation would entail enactment of similiar laws or retaliations,2,2
bill,49498,30,8,in second place with was budget committee chairman bill gray d pa who gave to charity,2,2
